 دل نے کمزوری دکھا دی۔
کچھ تصحیح کی ضرورت ہے۔
کچھ درختوں کو نقصان پہنچا۔
کچھ سختیاں تو معروضی ہیں۔
کچھ سوالات اور بھی ہیں۔
کچھ عوام کی کوشش تھی۔
کچھ قدم لڑکھڑا رہے ہوں۔
کچھ وقت تو لگے گا۔
کچھ کرتوتوں کی مار ہے۔
کچھ کرنے سے قاصر تھے۔
کچھ کے چیک بندھے ہیں۔
کھاتے آج کے نہیں ہیں۔
کھانے سے فارغ ہوتے ہیں۔
کھلی بات کر نہیں سکتے۔
کھیل ابھی شروع ہوا ہے۔
کہانی بھی تقریبا وہی ہے۔
کہاں اور کس کی لبرٹی؟
کہیں ذات برادری مضبوط ہے۔
کہیں فضول کام ہوتے ہیں۔
کی دلیل فراہم کرسکتا ہے۔
کیا آج ایسا ہی ہے؟
کیا اب سردیاں اتریں گی۔
کیا اس بار بھی یہی ہوگا؟
کیا اس کی ضرورت ہے؟
کیا اس کی ضروریات نہیں؟
کیا افغانستان میں امن ہے؟
کیا بھارت میں امن ہے؟
کیا بھارت میں نہیں ہیں؟
کیا بیکار کی بات ہے۔
کیا تقوی یہی کچھ ہے؟
کیا جنگ کوئی آپشن ہے؟
کیا حقیقتیں بدل جاتی ہیں؟
کیا حکمران ناقابل تسخیر ہوچکے؟
کیا دین دار لوگ ہیں۔
کیا سجایا ہوا ریڑھا تھا۔
کیا صرف کابینہ ریاست ہے؟
کیا عرب عربی نہیں جانتے؟
کیا عقلا یہ ممکن ہے؟
کیا عوامی شعور بیدار ہوا؟
کیا معاملہ حل ہو گیا؟
کیا معاملہ سنبھل جائے گا؟
کیا معلوم یہ کون ہو؟
کیا وزیر اعظم استعفی دیں؟
کیا وہ لمحہ آ پہنچا؟
کیا پاکستان میں امن ہے؟
کیا کمال کے افسر تھے۔
کیا یہ ادارے فعال ہیں؟
کیا یہ امریکی ایجنٹ ہیں؟
کیا یہ امریکی سازش ہے؟
کیا یہ بنیاد میسر ہے؟
کیا یہ حل ممکن ہے؟
کیا یہ دعوی غلط ہے؟
کیا یہ مجرمانہ خواہشات ہیں؟
کیا یہ ممکن ہو گا؟
کیا یہاں امریکی رہتے ہیں؟
کیاترکی مسلمان ملک نہیں ہے؟
کینیا کوئی مثالی ملک نہیں۔
کیونکہ ایسا کرنا آسان ہے۔
کیونکہ حکومت خود ملوث تھی۔
کیونکہ قرآن مجید کہتا ہے۔
کیونکہ موٹروے بند تھی۔
کیونکہ پوچھنے والا کوئی نہیں۔
کیونکہ کچھ کر نہیں سکتے۔
کے نعرے لگا رہی ہے۔
گریس موگابے خوش شکل تھیں۔
گمان تو پھرگمان ہوتا ہے۔
گو ہلکے پھلکے انداز میں۔
گویا حکومت کا کام ہے۔
ہاتھ کنگن کو آرسی کیا؟
ہار گیا تو کیا ہوگا؟
ہجرت بھی ایک راستہ ہے۔
ہدایت آفاقی ہوتی ہے۔
ہر بار یہ گمان ٹوٹا۔
ہر روز فیصلے ہوتے ہیں۔
ہر طرف فکری پراگندگی ہے۔
ہر علم کے مدارج ہیں۔
ہر چیز میں ملاوٹ ہے۔
ہم اس کے ناقد ہیں۔
ہم اور کیا چاہتے ہیں۔
ہم اپنے پہ توجہ دیں۔
ہم ایک ایٹمی قوت ہیں۔
ہم ایک جیسے کیوں ہیں؟
ہم باتوں کے بادشاہ ہیں۔
ہم بھی کیا لوگ ہیں۔
ہم خدا کے بندے ہیں۔
ہم دارالخلافہ آتے ہیں۔
ہم ذرا کم عمر تھے۔
ہم سب یہی چاہتے ہیں۔
ہم میں تو صلاحیت نہیں۔
ہم میں سے نہیں تھے؟
ہم نئے افق دیکھیں گے۔
ہم نہ شاعر نہ انقلابی۔
ہم نے برداشت کر لیا۔
ہم نے راکٹ بنا لیے۔
ہم نے لیکن کیا کیا؟
ہم نے کیا بنا دیا؟
ہم کیا منظر دکھاتے تھے۔
ہم کیوں یہ نہیں کرتے؟
ہم ہیں اور ہمارا کشکول۔
ہمارا اصل مسئلہ اخلاقی ہے۔
ہمارا بنیادی مسئلہ اخلاقی ہے۔
ہمارا جواب کیا ہونا چاہیے؟
ہمارا جواب کیا ہونا چاہیے۔
ہمارا صوبائی حلقہ ایک ہے۔
ہمارا مسئلہ کچھ عجیب ہے۔
ہمارا معاشرہ نارمل نہیں ہے۔
ہمارا معاملہ اس کے برعکس ہے۔
ہمارا معاملہ ذرا مختلف ہے۔
ہمارا معاملہ یہ نہیں تھا۔
ہمارا ملک مسائلستان تو ہے۔
ہمارا کشکول بھی تو ہے۔
ہماری اقتصادی حالت کمزور ہے۔
ہماری بات سنی جاتی تھی۔
ہماری بلّی اور ہمیں کومیاؤں۔
ہماری بھی کوئی عزت ہے۔
ہماری ترجیحات تو دوسری ہیں۔
ہماری ترجیحات ہی اور تھیں۔
ہماری سیاسی جماعتیں کمزور ہیں۔
ہماری قسمت نے بدلنا ہے۔
ہماری مالی حالت کمزور ہے۔
ہماری کچھ روایات بھی تھیں۔
ہمارے اندرونی مسائل اپنے ہیں۔
ہمارے بابو کیا کرتے ہیں؟
ہمارے تو مسائل یہ ہیں۔
ہمارے جو حکمران آتے ہیں۔
ہمارے حالات جیسے بھی ہوں۔
ہمارے حق بات کے چیمپئن۔
ہمارے درمیان وحدت فکر ہے۔
ہمارے ساتھ مسئلہ کیا ہے؟
ہمارے لیے امکانات موجود ہیں۔
ہمارے نارمل ہونے کی علامات۔
ہمارے پاس دو آپشنز ہیں۔
ہمارے ہاتھ رکے رہتے ہیں۔
ہمارے ہاں ایسا کچھ نہیں۔
ہمارے ہاں ایسی بات ہے۔
ہمارے ہاں نظر نہیں آتیں۔
ہمارے ہاں نیشنل آرکیسٹرا ہے۔
ہمارے ہونٹ حرکت کرتے ہوں۔
ہمیشہ سے ایسا نہیں تھا۔
ہمیں اس سے نکلنا چاہیے۔
ہمیں اس سے نکلنا ہے۔
ہمیں اپنا نظریہ عزیز ہے۔
ہمیں تسلیم کرنا پڑے گا۔
ہمیں تو آگے جانا چاہیے۔
ہمیں تو دوسری طرف جانا تھا۔
ہمیں رہنے کی ضرورت ہے۔
ہمیں وہ وقت یاد ہے۔
ہندوستان جانے اور اس کے حالات۔
ہندوستان فضائی حملہ کرتا ہے۔
ہونا بھی ایسا ہی چاہیے۔
ہونا تو پھر یہ چاہیے۔
ہونا نہیں چاہیے ، مگر ہے۔
یا میں بدل گیا ہوں؟
یا پھر دونوں غیر سنجیدہ؟
یعنی خالص جمہوریت نہیں تھی۔
یعنی مکمل چپ سادھ لی۔
یعنی یہ کر دیں گے۔
یورپ اور امریکہ تو آگے تھے۔
یونیورسٹیاں خود مختار ادارے ہیں۔
یوں بھی موت برحق ہے۔
یوں عام شہری پریشان ہے۔
یوں مہم ایک سال رہی۔
یہ 1979ء کا زمانہ تھا۔
یہ آدرشوں والے لوگ ہیں۔
یہ آسان آپریشن نہ تھا۔
یہ آسان کام نہیں تھا۔
یہ آسمان بول رہا ہے۔
یہ اب قصۂ پارینہ ہے۔
یہ ابتدا ہی سے ہے۔
یہ ابلاغ کا محاذ ہے۔
یہ ابھی طے ہونا ہے۔
یہ احتجاج کا مرکز تھا۔
یہ اختیار کا معرکہ ہے۔
یہ اذیت پسندانہ سیاست ہے۔
یہ اس جگہ پہ ہے۔
یہ اس کی فطرت ہے۔
یہ اس کی مجبوری ہے۔
یہ استحکام کیوں ضروری ہے؟
یہ اسی وقت ہو گا۔
یہ اسی وقت ہوتا ہے۔
یہ اصلا اصلاحی ماڈل ہے۔
یہ اغیار کی سازشیں تھیں۔
یہ افتاد لیکن باقی ہے۔
یہ اقتدار کا کھیل ہے۔
یہ امتحان کا وقت ہے۔
یہ ان کا حق ہے۔
یہ ان کا گناہ تھا۔
یہ انہیں پہلے کرنا چاہیے۔
یہ اہل دانش ہی تھے۔
یہ ایک اجتہادی امر ہے۔
یہ ایک الہی منصوبہ تھا۔
یہ ایک اچھی روایت ہے۔
یہ ایک تاریخی چیلنج ہے۔
یہ ایک جزوی معاملہ تھا۔
یہ ایک ذہنی سفر ہے۔
یہ ایک سادہ حقیقت ہے۔
یہ ایک سطحی تجزیہ ہے۔
یہ ایک سلسلہ ہے۔
یہ ایک طویل داستان ہے۔
یہ ایک طویل کارروائی ہے۔
یہ ایک علمی کتاب ہے۔
یہ ایک فون کال تھی۔
یہ ایک قانونی تقاضا تھا۔
یہ ایک قانونی عمل ہے۔
یہ ایک لمبا سفر ہے۔
یہ ایک لمبی دوڑ ہے۔
یہ ایک مثبت عمل ہے۔
یہ ایک مسلسل عمل ہے۔
یہ ایک مشکل سوال ہے۔
یہ ایک مصنوعی حصار ہے۔
یہ ایک مہذب قانون تھا۔
یہ ایک نئی صورتحال ہے۔
یہ ایک نظریہ بھی ہے۔
یہ بات اب عیاں ہے۔
یہ بات البتہ درست ہے۔
یہ بات تو ہو گئی۔
یہ بات غلط نہیں ہے۔
یہ بات قرین قیاس ہے۔
یہ بات واقعی درست ہے۔
یہ بالکل ایسے ہی ہے۔
یہ بالکل ویسا ہی ہے۔
یہ بحران تو نہیں تھا۔
یہ بنی اسماعیل کون ہیں؟
یہ بنیادی انسانی خواہش ہے۔
یہ بڑا سفاکانہ اقدام تھا۔
یہ بڑی عجیب بات ہے۔
یہ بھبکیاں چلتی رہیں گی۔
یہ بھولی بسری باتیں ہیں۔
یہ بھی سمجھ رہے ہوں۔
یہ بھی صریحا مذاق ہے۔
یہ بھی عجیب بات ہے۔
یہ بھی عجیب مؤقف ہے۔
یہ بہت اہم بات ہے۔
یہ بہت اہم موڑ تھا۔
یہ بہت صبر آزما ہے۔
یہ بہرحال اور بحث ہے۔
یہ بیتی ہوئی کہانیاں ہیں۔
یہ بے حسی کیا ہے؟
یہ تب کی بات تھی۔
یہ تب کے حالات تھے۔
یہ تب ہی ممکن ہے۔
یہ تبدیلی کیسے آئے گی۔
یہ تجزیہ درست نہیں ہے۔
یہ تشخص انہیں عزیز تھا۔
یہ تعداد ہزاروں میں ہے۔
یہ تو ایسے ہی ہے۔
یہ تو بڑے موضوعات ہیں۔
یہ تو رونا رہے گا۔
یہ تو ضمنی سوال ہے۔
یہ تو قصۂ پارینہ ہے۔
یہ تو پرانی بات ہے۔
یہ تو چند افراد ہیں۔
یہ تو چند مثالیں ہیں۔
یہ تو چند نام ہیں۔
یہ تو ہمارے ہاں ہے۔
یہ جم خانہ کلب تھا۔
یہ جمہوری طرز حکمرانی ہے۔
یہ جمہوریت کس کام کی؟
یہ جو براجمان اقتدار ہیں۔
یہ جو نئے آئے ہیں۔
یہ جہانگیر ترین کون ہیں؟
یہ جہاں سے آیا ہے۔
یہ جینے کی سبیل ہے۔
یہ حالات کیسے درست ہوں۔
یہ حالت کس نے کی؟
یہ حکومتوں کا کام تھا۔
یہ خاصے کی چیز ہے۔
یہ خاموشی کب ٹوٹے گی؟
یہ خوش آئند امر ہے۔
یہ خیر کی دو قوتیں تھیں۔
یہ داستان کہاں پہنچتی ہے۔۔
یہ درست نہیں ہے۔
یہ دستور زمانہ و دنیاہے۔
یہ دشمنی کا عنوان ہے۔
یہ دو الگ دنیائیں رہیں۔
یہ دو قومی نظریہ ہے۔
یہ دور کی باتیں ہیں۔
یہ دونوں الزامات ممکن ہے۔
یہ دونوں الگ معاملات ہیں۔
یہ ذوالفقار علی بھٹو تھے۔
یہ رکاوٹیں کیسے دور ہوں۔
یہ زندگی کا راستہ ہے۔
یہ زندگی کی حقیقتیں ہیں۔
یہ سائنس کا حریف ہے۔
یہ ساری باتیں ممکن ہے۔
یہ سب انگریزی دان تھے۔
یہ سب باتیں درست ہیں۔
یہ سب خلط مبحث ہے۔
یہ سب زندہ موضوعات ہیں۔
یہ سب لوگ کہاں گئے؟
یہ سب کچھ ہو گیا۔
یہ سب ہوا کی باتیں ہیں۔
یہ سراسر غلط سوچ ہے۔
یہ سفارش ان دنوں زیربحث ہے۔
یہ سلسلہ اگر باقی ہے۔
یہ سلسلہ بند ہونا چاہیے۔
یہ سلسلہ ختم ہونا چاہیے۔
یہ سلسلہ چل رہا تھا۔
یہ سوال اب اٹھنا چاہیے۔
یہ سوال پوچھا جانا چاہیے۔
یہ سیاست نہیں، رومان ہے۔
یہ سیاستدانوں پر منحصر ہے۔
یہ سیاسی اسلام ہے۔
یہ شرمندگی کا باعث ہے۔
یہ صورتحال پنجاب میں نہیں۔
یہ صورتحال یہاں موجود نہیں۔
یہ طاقت کا کھیل ہے۔
یہ طبقہ اقلیت میں ہے۔
یہ طبقہ اکثریت میں ہے۔
یہ طبقہ تو وہ ہے۔
یہ طرز عمل کیا تھا؟
یہ عبادت کا شعور ہے۔
یہ عوامی التفات کیوں ہے؟
یہ عوامی فورمز کیوں نہیں؟
یہ غیر اسلامی تصور ہے۔
یہ غیر روایتی ہوتے ہیں۔
یہ فالتو خرچہ ہو گیا۔
یہ فرقہ وارانہ عصبیت ہے۔
یہ فضول کی باتیں ہیں۔
یہ فہرست بہت طویل ہے۔
یہ قسمت کے کھیل ہیں۔
یہ قوم کی مسیحائی ہے۔
یہ قیادت کا نام ہے۔
یہ لاہور کا معاملہ ہے۔
یہ لوگ جو اندر ہیں۔
یہ محبت کا تحفہ ہے۔
یہ محض ایک مثال ہے۔
یہ محض ایک واقعہ ہے۔
یہ مذہبی مقدمہ ہے۔
یہ مرحلہ نازک ہوتا ہے۔
یہ مزاحمت کا بیانیہ ہے۔
یہ مسئلہ بحث طلب نہیں۔
یہ مسٹر ابراہیم کون تھے؟
یہ مشکل نئی نہیں ہے۔
یہ معاملات کیسے ٹھیک ہوں۔
یہ معذرت خواہانہ رویہ ہے۔
یہ مملکت خدا داد ہے۔
یہ مناظرہ نہیں، مکالمہ ہے۔
یہ مولانا ابوالکلام آزاد ہیں۔
یہ میثاق امن کیا ہے؟
یہ میرا اخلاقی وجود ہے۔
یہ میرے چند مشاہدات ہیں۔
یہ نہایت شرمناک رویہ ہے۔
یہ وابستگی کا اظہار ہے۔
یہ واقعہ بتا رہا ہے۔
یہ واقعہ مشہور ہوا تھا۔
یہ وحی کا تقاضا ہے۔
یہ وقت ہی بتائے گا۔
یہ وہ بنیادی سوال ہے۔
یہ وہ قربان گاہ ہے۔
یہ وہی پیر مجیب ہیں۔
یہ ٹھنڈی کیوں نہیں ہوتی؟
یہ پانچ بنیادی دستاویزات ہیں۔
یہ پاکستان کا مقدمہ ہے۔
یہ پاکستان کی ضرورت ہے۔
یہ پولیس کا کام ہے۔
یہ پڑھے لکھے لوگ ہیں۔
یہ پھر بھی نہیں راضی۔
یہ پہلی بار نہیں ہوا۔
یہ پیسے کہاں سے آئے؟
یہ پیشہ ور گداگر ہیں۔
یہ چیزیں اہمیت رکھتی ہیں۔
یہ ڈرامہ کیوں رچایا گیا؟
یہ کام مصلحین کرتے ہیں۔
یہ کام وزیراعظم کا ہے۔
یہ کام ہو رہا ہے۔
یہ کردار غیر اہم ہے۔
یہ کس کا جادو ہے؟
یہ کوئی اچھی بات نہیں۔
یہ کوئی تصوراتی چیز نہیں۔
یہ کوئی نظام فکر ہے۔
یہ کہاں سے آئے گی؟
یہ کہاں کا انصاف ہے؟
یہ کہاں کی پیداوار ہیں؟
یہ کہہ کے ہنس پڑے۔
یہ کیا ہو تا ہے؟
یہ کیسا نفسیاتی بحران ہے؟
یہ کیسے دور ہوسکتا ہے؟
یہ کیسے طے ہوتی ہے؟
یہ کیسے ممکن ہو گا؟
یہ گئی گزری فوج نہیں ہے۔
یہ گھاٹے کا سودا ہے۔
یہ ہم میں سے ہیں۔
یہ ہمارا ہی اعزاز ہے۔
یہ ہمیشہ تلخ ہوتے ہیں۔
یہ ہندوستان کی تشریح ہے۔
یہاں بھی معاملہ معکوس ہے۔
یہاں دلیل بے زبان ہے۔
یہاں دیوتا پائے جاتے ہیں۔
یہاں شاید سب چلتا ہے۔
یہاں معاملہ قدرے مختلف تھا۔
یہاں نئی سڑک بنتی ہے۔
یہاں پہ کچھ ہونا ہے۔
یہاں کیا کشش موجود ہے؟
یہاں کے آرٹسٹ کریں کیا؟
یہاں ہر بات چلتی ہے۔
یہاں ہر چیز نرالی ہے۔
یہی اتحاد جب ٹوٹتے ہیں۔
یہی ان کیلئے کافی تھا۔
یہی تعبیر اب مستعمل ہے۔
یہی تو ڈکٹیٹر کرتے ہیں۔
یہی جمہوریت کا تقاضا ہے۔
یہی جناح صاحب کی ہے۔
یہی حال دوبئی کا ہے۔
یہی حال دوسروں کا ہے۔
یہی حال شریفوں کا ہے۔
یہی حال پنجاب کا ہے۔
یہی حق کا پیمانہ ہے۔
یہی زندگی کی علامت ہے۔
یہی صورتحال گجرات میں تھی۔
یہی فرحت اللہ بابر تھے۔
یہی معاملہ بہو کا ہے۔
یہی معاملہ فقہ کا ہے۔
یہی معاملہ فلم کا ہے۔
یہی معاملہ پیپلز پارٹی کا ہے۔
یہی نظام انگریز چلاتے تھے۔
یہی وہ اہم بات ہے۔
یہی پانی آج نایاب ہے۔
یہی ہمارا انعام ہو گا۔
یہیں معاملہ رک جاتا ہے۔
