 دل نے کمزوری دکھا دی۔
ہم ہیں اور ہمارا کشکول۔
ہمارا اصل مسئلہ اخلاقی ہے۔
ہمارا بنیادی مسئلہ اخلاقی ہے۔
ہمارا جواب کیا ہونا چاہیے؟
ہمارا جواب کیا ہونا چاہیے۔
ہمارا صوبائی حلقہ ایک ہے۔
ہمارا کشکول بھی تو ہے۔
ہمارا مسئلہ کچھ عجیب ہے۔
ہمارا معاشرہ  نارمل نہیں ہے۔
ہمارا معاملہ اس کے برعکس ہے۔
ہمارا معاملہ ذرا مختلف ہے۔
ہمارا معاملہ یہ نہیں تھا۔
ہمارا ملک مسائلستان تو ہے۔
ہمارے اندرونی مسائل اپنے ہیں۔
ہمارے بابو کیا کرتے ہیں؟
ہمارے پاس دو آپشنز ہیں۔
ہمارے تو مسائل یہ ہیں۔
ہمارے جو حکمران آتے ہیں۔
ہمارے حالات جیسے بھی ہوں۔
ہمارے حق بات کے چیمپئن۔
ہمارے ساتھ مسئلہ کیا ہے؟
ہمارے لیے امکانات موجود ہیں۔
ہمارے نارمل ہونے کی علامات۔
ہمارے ہاتھ رکے رہتے ہیں۔
ہمارے ہاں ایسا کچھ نہیں۔
ہمارے ہاں ایسی بات ہے۔
ہمارے ہاں نظر نہیں آتیں۔
ہمارے ہاں نیشنل آرکیسٹرا ہے۔
ہمارے ہونٹ حرکت کرتے ہوں۔
ہماری اقتصادی حالت کمزور ہے۔
ہماری بات سنی جاتی تھی۔
ہماری بلّی اور ہمیں کومیاؤں۔
ہماری بھی کوئی عزت ہے۔
ہماری ترجیحات تو دوسری ہیں۔
ہماری ترجیحات ہی اور تھیں۔
ہماری سیاسی جماعتیں کمزور ہیں۔
ہماری قسمت نے بدلنا ہے۔
ہماری کچھ روایات بھی تھیں۔
ہماری مالی حالت کمزور ہے۔
ہمیشہ سے ایسا نہیں تھا۔
ہمیں اپنا نظریہ عزیز ہے۔
ہمیں اس سے نکلنا چاہیے۔
ہمیں اس سے نکلنا ہے۔
ہمیں تسلیم کرنا پڑے گا۔
ہمیں تو آگے جانا چاہیے۔
ہمیں تو دوسری طرف جانا تھا۔
ہمیں رہنے کی ضرورت ہے۔
ہمیں وہ وقت یاد ہے۔
ہندوستان جانے اور اس کے حالات۔
ہندوستان فضائی حملہ کرتا ہے۔
ہونا بھی ایسا ہی چاہیے۔
ہونا تو پھر یہ چاہیے۔
ہونا نہیں چاہیے ، مگر ہے۔
والدہ بھی قرآن پڑھاتی تھیں۔
وجہ پوچھی تو ٹال گئیں۔
وحشت اب بوریت سے ہے۔
وردی پہنے افسران وہاں آتے۔
ورنہ باقی سب کہانیاں ہیں۔
وزراء تو چپ ہی ہیں۔
وزیر اعظم بینظیر بھٹو تھیں۔
وزیر خارجہ امریکہ جاتے ہیں۔
وسائل کس نے فراہم کیے؟
وقت ایک بہتا دریا ہے۔
وہ اب بھی ہوتا ہے۔
وہ اب موجود نہ تھا۔
وہ اپنی مثال آپ ہے۔
وہ اتنا سادہ نہیں ہے۔
وہ ادھر کا رہتا ہے۔
وہ اس کے خالق تھے۔
وہ اس کی ضرورت ہے۔
وہ اسے غلامی کہتے ہیں۔
وہ اشتراکیت قصہ پارینہ ہے۔
وہ اگر دیوبندی نہیں تھے۔
وہ اگر ڈیل کریں گے۔
وہ انٹرویو بڑا دلچسپ ہے۔
وہ انسان دوستی کااستعارہ ہے۔
وہ انگریزوں کا ورثہ تھا۔
وہ انہیں گھٹیا سمجھتے ہیں۔
وہ اور کچھ ہو تو ہو، جلد باز نہیں ہے
وہ ایسا کر گزرتے ہیں۔
وہ ایسا کر نہیں سکتے۔
وہ ایسے ہی رہیں گے۔
وہ ایک فیصلہ دیتی ہے۔
وہ آزادی کا ماحول ہے۔
وہ بڑے خوش لباس تھے۔
وہ بس ایسے ہی ہیں۔
وہ بندہ اور غلام ہے۔
وہ بہرحال افواج کا نہیں۔
وہ بھی اکثر شاموں کو۔
وہ بھی ایٹمی قوت ہے۔
وہ بھی پوری ہو جائے۔
وہ بھی صحیح نہیں ملتا۔
وہ بھی گول کر گئے۔
وہ بھی مسلمان ملک ہے۔
وہ تو بالکل عبث ہے۔
وہ ثبوت اور یہ ہے۔
وہ جو کچھ کہتی ہے۔
وہ چہرہ، دھڑک اٹھا تھا۔
وہ چونکا دینے والا ہے۔
وہ حافظ قرآن بھی تھے۔
وہ درمیانے درجے کے ہیں۔
وہ دکان میں بیٹھتا ہے۔
وہ دل کو سمجھاتا ہے۔
وہ دھڑلے کے آدمی تھے۔
وہ دیکھنے میں نہیں آئی۔
وہ دیوبندی علما ہیں۔
وہ ڈھکی چھپی بات نہیں۔
وہ ذوالفقار علی بھٹو ہیں۔
وہ رونے والے کہاں گئے؟
وہ سلیکشن بورڈ میں تھے۔
وہ سینگ تبدیل کرتا ہے۔
وہ شگاگو ٹریبیون کی نمائندہ تھیں۔
وہ ضیاالحق کے جرنیل تھے۔
وہ ظاہر ہو چکی ہیں۔
وہ قریبی گلی میں مکین ہے۔
وہ قیمتی محل وقوع ہے۔
وہ کشمیریوں کے دشمن ہیں۔
وہ کہاں سے آئے گی؟
وہ کہیں اور نہیں ملتے۔
وہ کہیں نظر نہیں آتی۔
وہ کون سے معاشرے ہیں۔
وہ کوئی کوئی ہوتا ہے۔
وہ کیا کر رہے ہیں؟
وہ کیا کر رہے ہیں۔
وہ کیونکر پڑھیں گے۔
وہ لبرل جامعات کہلاتی ہیں۔
وہ لوٹ سکیں گے؟
وہ ماحول اب رہا نہیں۔
وہ مجھے گھر ملنے آئے۔
وہ معذرت کر رہی ہے۔
وہ نارمل حیثیت کے ہوں۔
وہ ناکام ہو چکا ہے۔
وہ نقطہ نظر کہاں ہے؟
وہ نہیں ہو پا رہی۔
وہ ہمارے مرہون احسان تھے۔
وہ ہمارے ہاں نہیں ہے۔
وہ ہمدردی کے مستحق ہیں۔
وہ ہمیں اچھی لگتی ہیں۔
وہ ہو کے رہتی ہے۔
وہ واپس لی جائیں گی۔
وہ وقت کب آئے گا؟
وہ یہ کر چکے ہیں۔
وہ یہ نہ کر سکے۔
وہ یہاں نہیں چل سکتے۔
وہ یہی ہستی ہے۔
وہاں بھی بس کھانا ہے۔
وہاں کوئی آسمان نہیں گرا۔
وہاں مسلمان نہیں پائے جاتے؟
وہی کاٹا جا تا ہے۔
وہی نام نہاد "الیکٹیبل"
وہیں اطاعت کو بہتر سمجھا۔
وہیں پہ پھنسی ہوئی ہے۔
وہیں سے مل سکتے ہیں۔
ویٹیکان کا اپنا بینک ہے۔
ویسے دیگر اپوزیشن جماعتیں ہیں۔
ویسے ہی نہیں ہو رہا۔
ویسی صورتحال اب نہیں رہی۔
یا پھر دونوں غیر سنجیدہ؟
یا میں بدل گیا ہوں؟
یعنی خالص جمہوریت نہیں تھی۔
یعنی مکمل چپ سادھ لی۔
یعنی یہ کر دیں گے۔
یہ  سیاسی اسلام ہے۔
یہ 1979ء کا زمانہ تھا۔
یہ اب قصۂ پارینہ ہے۔
یہ ابتدا ہی سے ہے۔
یہ ابلاغ کا محاذ ہے۔
یہ ابھی طے ہونا ہے۔
یہ احتجاج کا مرکز تھا۔
یہ اختیار کا معرکہ ہے۔
یہ اذیت پسندانہ سیاست ہے۔
یہ اس جگہ پہ ہے۔
یہ اس کی فطرت ہے۔
یہ اس کی مجبوری ہے۔
یہ استحکام کیوں ضروری ہے؟
یہ اسی وقت ہو گا۔
یہ اسی وقت ہوتا ہے۔
یہ اصلا اصلاحی ماڈل ہے۔
یہ اغیار کی سازشیں تھیں۔
یہ افتاد لیکن باقی ہے۔
یہ اقتدار کا کھیل ہے۔
یہ امتحان کا وقت ہے۔
یہ ان کا حق ہے۔
یہ ان کا گناہ تھا۔
یہ انہیں پہلے کرنا چاہیے۔
یہ اہل دانش ہی تھے۔
یہ ایک اجتہادی امر ہے۔
یہ ایک اچھی روایت ہے۔
یہ ایک الہی منصوبہ تھا۔
یہ ایک تاریخی چیلنج ہے۔
یہ ایک جزوی معاملہ تھا۔
یہ ایک ذہنی سفر ہے۔
یہ ایک سادہ حقیقت ہے۔
یہ ایک سطحی تجزیہ ہے۔
یہ ایک سلسلہ  ہے۔
یہ ایک طویل داستان ہے۔
یہ ایک طویل کارروائی ہے۔
یہ ایک علمی کتاب ہے۔
یہ ایک فون کال تھی۔
یہ ایک قانونی تقاضا تھا۔
یہ ایک قانونی عمل ہے۔
یہ ایک لمبا سفر ہے۔
یہ ایک لمبی دوڑ ہے۔
یہ ایک مثبت عمل ہے۔
یہ ایک مسلسل عمل ہے۔
یہ ایک مشکل سوال ہے۔
یہ ایک مصنوعی حصار ہے۔
یہ ایک مہذب قانون تھا۔
یہ ایک نظریہ بھی ہے۔
یہ ایک نئی صورتحال ہے۔
یہ آدرشوں والے لوگ ہیں۔
یہ آسان آپریشن نہ تھا۔
یہ آسان کام نہیں تھا۔
یہ آسمان بول رہا ہے۔
یہ بات اب عیاں ہے۔
یہ بات البتہ درست ہے۔
یہ بات تو ہو گئی۔
یہ بات غلط نہیں ہے۔
یہ بات قرین قیاس ہے۔
یہ بات واقعی درست ہے۔
یہ بالکل ایسے ہی ہے۔
یہ بالکل ویسا ہی ہے۔
یہ بحران تو نہیں تھا۔
یہ بڑا سفاکانہ اقدام تھا۔
یہ بڑی عجیب بات ہے۔
یہ بنیادی انسانی خواہش ہے۔
یہ بہت اہم بات ہے۔
یہ بہت اہم موڑ تھا۔
یہ بہت صبر آزما ہے۔
یہ بہرحال اور بحث ہے۔
یہ بھبکیاں چلتی رہیں گی۔
یہ بھولی بسری باتیں ہیں۔
یہ بھی سمجھ رہے ہوں۔
یہ بھی صریحا مذاق ہے۔
یہ بھی عجیب بات ہے۔
یہ بھی عجیب مؤقف ہے۔
یہ بے حسی کیا ہے؟
یہ بیتی ہوئی کہانیاں ہیں۔
یہ پاکستان کا مقدمہ ہے۔
یہ پاکستان کی ضرورت ہے۔
یہ پانچ بنیادی دستاویزات ہیں۔
یہ پڑھے لکھے لوگ ہیں۔
یہ پہلی بار نہیں ہوا۔
یہ پھر بھی نہیں راضی۔
یہ پولیس کا کام ہے۔
یہ پیسے کہاں سے آئے؟
یہ پیشہ ور گداگر ہیں۔
یہ تب کے حالات تھے۔
یہ تب کی بات تھی۔
یہ تب ہی ممکن ہے۔
یہ تبدیلی کیسے آئے گی۔
یہ تجزیہ درست نہیں ہے۔
یہ تشخص انہیں عزیز تھا۔
یہ تعداد ہزاروں میں ہے۔
یہ تو ایسے ہی ہے۔
یہ تو بڑے موضوعات ہیں۔
یہ تو پرانی بات ہے۔
یہ تو چند افراد ہیں۔
یہ تو چند مثالیں ہیں۔
یہ تو چند نام ہیں۔
یہ تو رونا رہے گا۔
یہ تو ضمنی سوال ہے۔
یہ تو قصۂ پارینہ ہے۔
یہ تو ہمارے ہاں ہے۔
یہ ٹھنڈی کیوں نہیں ہوتی؟
یہ جم خانہ کلب تھا۔
یہ جمہوریت کس کام کی؟
یہ جہاں سے آیا ہے۔
یہ جہانگیر ترین کون ہیں؟
یہ جو براجمان اقتدار ہیں۔
یہ جو نئے آئے ہیں۔
یہ جینے کی سبیل ہے۔
یہ چیزیں اہمیت رکھتی ہیں۔
یہ حالات کیسے درست ہوں۔
یہ حالت کس نے کی؟
یہ حکومتوں کا کام تھا۔
یہ خاصے کی چیز ہے۔
یہ خاموشی کب ٹوٹے گی؟
یہ خوش آئند امر ہے۔
یہ خیر کی دو قوتیں تھیں۔
یہ داستان کہاں پہنچتی ہے۔۔
یہ درست نہیں ہے۔
یہ دستور زمانہ و دنیاہے۔
یہ دشمنی کا عنوان ہے۔
یہ دو الگ دنیائیں رہیں۔
یہ دو قومی نظریہ ہے۔
یہ دور کی باتیں ہیں۔
یہ دونوں الگ معاملات ہیں۔
یہ ڈرامہ کیوں رچایا گیا؟
یہ ذوالفقار علی بھٹو تھے۔
یہ رکاوٹیں کیسے دور ہوں۔
یہ زندگی کا راستہ ہے۔
یہ زندگی کی حقیقتیں ہیں۔
یہ ساری باتیں ممکن ہے۔
یہ سائنس کا حریف ہے۔
یہ سب انگریزی دان تھے۔
یہ سب باتیں درست ہیں۔
یہ سب خلط مبحث ہے۔
یہ سب زندہ موضوعات ہیں۔
یہ سب کچھ ہو گیا۔
یہ سب لوگ کہاں گئے؟
یہ سب ہوا کی باتیں ہیں۔
یہ سراسر غلط سوچ ہے۔
یہ سلسلہ اگر باقی ہے۔
یہ سلسلہ بند ہونا چاہیے۔
یہ سلسلہ چل رہا تھا۔
یہ سلسلہ ختم ہونا چاہیے۔
یہ سوال اب اٹھنا چاہیے۔
یہ سوال پوچھا جانا چاہیے۔
یہ سیاست نہیں، رومان ہے۔
یہ سیاستدانوں پر منحصر ہے۔
یہ شرمندگی کا باعث ہے۔
یہ صورتحال پنجاب میں نہیں۔
یہ صورتحال یہاں موجود نہیں۔
یہ طاقت کا کھیل ہے۔
یہ طبقہ اقلیت میں ہے۔
یہ طبقہ اکثریت میں ہے۔
یہ طبقہ تو وہ ہے۔
یہ طرز عمل کیا تھا؟
یہ عبادت کا شعور ہے۔
یہ عوامی التفات کیوں ہے؟
یہ عوامی فورمز کیوں نہیں؟
یہ غیر اسلامی تصور ہے۔
یہ غیر روایتی ہوتے ہیں۔
یہ فالتو خرچہ ہو گیا۔
یہ فرقہ وارانہ عصبیت ہے۔
یہ فضول کی باتیں ہیں۔
یہ فہرست بہت طویل ہے۔
یہ قسمت کے کھیل ہیں۔
یہ قوم کی مسیحائی ہے۔
یہ قیادت کا نام ہے۔
یہ کام مصلحین کرتے ہیں۔
یہ کام ہو رہا ہے۔
یہ کام وزیراعظم کا ہے۔
یہ کردار غیر اہم ہے۔
یہ کس کا جادو ہے؟
یہ کہاں سے آئے گی؟
یہ کہاں کا انصاف ہے؟
یہ کہاں کی پیداوار ہیں؟
یہ کہہ کے ہنس پڑے۔
یہ کوئی اچھی بات نہیں۔
یہ کوئی تصوراتی چیز نہیں۔
یہ کوئی نظام فکر ہے۔
یہ کیا ہو تا ہے؟
یہ کیسے دور ہوسکتا ہے؟
یہ کیسے طے ہوتی ہے؟
یہ کیسے ممکن ہو گا؟
یہ گھاٹے کا سودا ہے۔
یہ گئی گزری فوج نہیں ہے۔
یہ لاہور کا معاملہ ہے۔
یہ لوگ جو اندر ہیں۔
یہ محبت کا تحفہ ہے۔
یہ محض ایک مثال ہے۔
یہ محض ایک واقعہ ہے۔
یہ مذہبی مقدمہ ہے۔
یہ مرحلہ نازک ہوتا ہے۔
یہ مزاحمت کا بیانیہ ہے۔
یہ مسٹر ابراہیم کون تھے؟
یہ مسئلہ بحث طلب نہیں۔
یہ مشکل نئی نہیں ہے۔
یہ معاملات کیسے ٹھیک ہوں۔
یہ معذرت خواہانہ رویہ ہے۔
یہ مملکت خدا داد ہے۔
یہ مولانا ابوالکلام آزاد ہیں۔
یہ میثاق امن کیا ہے؟
یہ میرا اخلاقی وجود ہے۔
یہ میرے چند مشاہدات ہیں۔
یہ نہایت شرمناک رویہ ہے۔
یہ ہم میں سے ہیں۔
یہ ہمارا ہی اعزاز ہے۔
یہ ہمیشہ تلخ ہوتے ہیں۔
یہ ہندوستان کی تشریح ہے۔
یہ وابستگی کا اظہار ہے۔
یہ واقعہ بتا رہا ہے۔
یہ واقعہ مشہور ہوا تھا۔
یہ وحی کا تقاضا ہے۔
یہ وقت ہی بتائے گا۔
یہ وہ بنیادی سوال ہے۔
یہ وہ قربان گاہ ہے۔
یہ وہی پیر مجیب ہیں۔
یہاں بھی معاملہ معکوس ہے۔
یہاں پہ کچھ ہونا ہے۔
یہاں دلیل بے زبان ہے۔
یہاں شاید سب چلتا ہے۔
یہاں کے آرٹسٹ کریں کیا؟
یہاں کیا کشش موجود ہے؟
یہاں معاملہ قدرے مختلف تھا۔
یہاں نئی سڑک بنتی ہے۔
یہاں ہر بات چلتی ہے۔
یہاں ہر چیز نرالی ہے۔
یہی اتحاد جب ٹوٹتے ہیں۔
یہی ان کیلئے کافی تھا۔
یہی پانی آج نایاب ہے۔
یہی تعبیر اب مستعمل ہے۔
یہی تو ڈکٹیٹر کرتے ہیں۔
یہی جمہوریت کا تقاضا ہے۔
یہی جناح صاحب کی ہے۔
یہی حال پنجاب کا ہے۔
یہی حال دوبئی کا ہے۔
یہی حال دوسروں کا ہے۔
یہی حال شریفوں کا ہے۔
یہی حق کا پیمانہ ہے۔
یہی زندگی کی علامت ہے۔
یہی صورتحال گجرات میں تھی۔
یہی فرحت اللہ بابر تھے۔
یہی معاملہ بہو کا ہے۔
یہی معاملہ پیپلز پارٹی کا ہے۔
یہی معاملہ فقہ کا ہے۔
یہی معاملہ فلم کا ہے۔
یہی نظام انگریز چلاتے تھے۔
یہی ہمارا انعام ہو گا۔
یہی وہ اہم بات ہے۔
یہیں معاملہ رک جاتا ہے۔
یورپ اور امریکہ تو آگے تھے۔
یوں بھی موت برحق ہے۔
یوں عام شہری پریشان ہے۔
یوں مہم ایک سال رہی۔
یونیورسٹیاں خود مختار ادارے ہیں۔
